AgeGroup,Gender,ActionCount,ActionSequence,GradedScore,ResponseTime,LiteracyScore,NumeracyScore,Country
50-54,Male,7,0.19132960196159404,7,246474,215.18436,234.38737,UK
60-65,Male,29,0.8004456792898325,7,352040,238.59618,299.19744,UK
35-39,Male,28,0.40496802207231475,0,370108,289.75859,177.36541,US
20-24,Female,28,0.8900390846671465,0,258987,304.68067,304.05942,US
20-24,Female,4,0.09085316617346402,7,226829,263.31085,226.38918,UK
35-39,Female,20,0.4184490204700874,0,101333,252.2744,230.95655,US
30-34,Female,23,0.5061736789505497,1,118642,312.51612,281.33813,US
45-49,Female,28,0.45700533429400303,1,308346,209.59256,262.22934,US
60-65,Female,26,0.6440205029422045,1,184231,218.15243,242.71664,UK
60-65,Female,6,0.12639056137338095,7,59448,262.29669,209.49694,UK
30-34,Male,20,0.22621594635536868,0,155202,150.36837,202.59951,UK
20-24,Male,44,0.9053299190512135,1,838870,300.37135,288.56757,UK
35-39,Male,17,0.45319103481804596,7,190022,295.41107,187.39894,UK
40-44,Male,20,0.3745675523975049,7,233400,227.13805,247.02067,UK
25-29,Female,24,0.8193431728843362,1,119650,318.43107,296.48716,UK
50-54,Female,17,0.44396779068370473,0,267739,274.99331,271.54243,US
45-49,Male,17,0.7491318056270426,7,129920,202.68062,209.17844,UK
50-54,Female,5,0.08200691032965102,7,12164,237.97852,219.96511,UK
16-19,Male,16,0.26711943299423974,0,165522,242.67071,233.54319,US
25-29,Male,3,0.036061099287893916,7,12324,263.95509,203.80038,UK
30-34,Female,33,0.7241244498285272,1,201842,286.19946,306.3205,US
45-49,Male,32,0.5887029791731899,7,174097,270.9696,271.50599,UK
40-44,Male,21,0.45767577460871056,0,308233,305.51694,306.56537,US
25-29,Male,26,0.58843251367364,7,152199,246.73988,267.36621,UK
30-34,Female,59,0.8820136639572819,7,375287,245.73649,220.47152,UK
60-65,Male,4,0.05199722684394847,7,146688,215.04816,267.4908,UK
16-19,Male,18,0.24016114815951023,0,171609,243.5897,253.26095,US
50-54,Female,19,0.750935825976811,1,142203,330.01724,296.09324,UK
60-65,Male,32,0.7701432921046039,0,141933,269.78676,304.95956,US
20-24,Female,19,0.43034244409720446,7,100305,233.26206,248.75208,UK
16-19,Male,26,0.9421318953440488,0,361271,352.86417,291.90763,US
40-44,Female,21,0.7476190818883335,7,196659,289.6844,234.27776,UK
20-24,Female,20,0.5995334625203691,7,151601,165.51705,176.60824,UK
50-54,Female,19,0.5660970945948763,1,108272,284.19804,301.14899,US
35-39,Male,21,0.44664850371057485,1,211275,300.55342,239.38434,UK
30-34,Female,18,0.2644868810192779,1,120084,336.7094,304.46943,UK
60-65,Male,10,0.11312298157753682,7,179835,290.5419,296.96759,UK
55-59,Female,30,0.7429970071873613,1,379994,215.65534,207.35935,UK
45-49,Female,31,0.5030122033491532,0,199657,259.82386,156.93526,US
30-34,Female,31,0.902924824820642,0,315572,303.97532,294.10886,US
40-44,Female,25,0.42718574141998794,0,278803,273.17184,245.40802,US
16-19,Male,28,0.09958346046510107,7,88691,228.5808,303.17896,US
45-49,Female,3,0.0004843649437064275,7,32750,251.3327,221.76531,UK
16-19,Male,18,0.4297954155188061,7,195683,227.39385,228.27109,UK
16-19,Male,20,0.297907142700264,1,139873,301.14505,381.91452,UK
45-49,Female,27,0.5309653682481926,1,199069,298.79649,205.64527,UK
55-59,Male,26,0.5680320978594996,0,152060,248.92497,197.5799,US
30-34,Female,15,0.12540620330031763,7,129314,271.09858,275.2505,UK
30-34,Female,23,0.6830293396212906,1,112386,261.57098,289.51134,UK
50-54,Male,27,0.5401051284164685,1,301273,242.50675,281.42744,US
20-24,Female,17,0.7117988576665653,0,213010,208.94017,208.62997,US
45-49,Female,16,0.19495539286583013,7,250432,283.81596,299.63255,UK
30-34,Male,18,0.543229447972833,0,63023,280.19481,250.99161,US
60-65,Female,16,0.06793631584627274,7,338921,253.35804,270.07986,UK
55-59,Female,17,0.22845930371166412,7,196336,280.78761,250.11926,UK
35-39,Male,17,0.5358403443296964,1,114687,258.17966,199.58875,UK
20-24,Male,26,0.5419688724725993,0,121295,282.67114,218.15779,US
20-24,Male,17,0.4933348709012805,1,223073,318.17233,175.77351,US
45-49,Female,3,0.13305018029693585,7,105800,240.46902,228.53965,UK
55-59,Female,37,0.7247947140028045,1,135021,288.01914,296.48448,UK
35-39,Female,18,0.23092682869765307,1,253210,302.57945,254.48346,US
35-39,Female,26,0.5062324751530272,0,356887,262.84307,196.86143,US
60-65,Female,23,0.40792557139624713,1,186512,363.61715,298.56885,UK
35-39,Male,26,0.5407027396960972,1,245747,282.43335,343.56967,UK
40-44,Female,18,0.5570024512164325,7,180609,308.93627,324.10235,UK
45-49,Male,16,0.15113953353650056,7,98767,226.2208,221.72982,UK
45-49,Female,3,0.1025448368691766,7,58691,190.28262,128.17804,UK
45-49,Male,26,0.8879046498756559,7,506804,218.4637,255.87403,UK
45-49,Female,20,0.6512567768585754,1,114089,309.59476,204.42724,UK
30-34,Female,25,0.5166834531089864,1,208836,307.2398,318.61833,UK
45-49,Female,20,0.3677257234447463,0,154181,265.00413,215.72434,US
55-59,Male,27,0.8824260101948439,0,79260,281.17642,307.43812,US
35-39,Female,26,0.6556786525230791,1,161052,289.11218,252.47781,UK
50-54,Female,19,0.38097475064419434,1,163260,244.19467,317.10038,US
20-24,Male,78,0.9007421279036023,1,278512,251.18317,235.43737,UK
30-34,Female,17,0.20045497181080169,0,155450,279.05084,294.54821,UK
45-49,Female,33,0.7611973537859718,1,182790,341.50165,271.97246,US
20-24,Male,24,0.3704651881734687,1,280189,298.62172,280.96929,UK
30-34,Female,27,0.4354781075767989,0,229485,205.57713,155.38633,US
30-34,Female,27,0.6336776945804053,1,182939,314.83085,273.04049,US
35-39,Female,25,0.38586420435310026,0,139129,307.13938,197.40357,US
40-44,Male,20,0.20466162186764228,7,186073,206.90404,205.66687,UK
25-29,Female,24,0.6737336979228449,1,248672,285.43344,257.26431,UK
50-54,Female,19,0.3252854322628428,1,199630,298.82497,298.02482,US
50-54,Female,17,0.7161175764161661,0,168803,300.27431,239.90267,US
40-44,Female,31,0.6655324005012945,1,254071,293.60132,280.67771,UK
60-65,Female,23,0.6985464118947,1,217589,314.66708,270.92078,US
45-49,Female,16,0.4884751484309802,7,194224,278.7665,308.31376,UK
45-49,Male,45,0.9019602758137895,0,450445,357.19129,315.24234,US
25-29,Male,34,0.4206624333401535,1,309239,358.07091,280.7248,US
60-65,Male,13,0.09552305560113108,0,140710,237.87332,197.7541,US
20-24,Male,18,0.2921127503362641,1,175866,360.38736,335.05327,US
60-65,Male,24,0.41351713100352117,0,274061,236.51343,241.38293,US
20-24,Female,18,0.20731567841225618,1,129224,306.31522,297.64606,US
20-24,Male,4,0.17004080854219206,7,11132,267.51734,211.31939,UK
35-39,Male,25,0.513248347821536,0,125870,180.95306,184.24364,US
45-49,Male,4,0.0004843649437064275,0,8230,121.36657,185.05906,US
40-44,Female,3,0.0004843649437064275,7,12628,168.23424,209.13387,UK
50-54,Male,25,0.6976728150241095,1,212325,248.19699,270.88141,UK
35-39,Female,19,0.39490383234586396,0,208745,263.81327,269.79734,US
25-29,Male,34,0.5783186021826672,1,150063,306.11916,250.47025,US
16-19,Female,3,0.08310254803121213,0,3484,222.07141,221.11982,US
35-39,Male,30,0.8731417698497614,1,170745,341.17049,297.01879,UK
45-49,Male,23,0.3987272263952911,7,136721,237.25214,207.97854,UK
40-44,Female,28,0.36009491082065676,0,123105,228.66832,238.67753,US
20-24,Male,20,0.7862633518324105,7,127401,195.5594,245.37936,UK
25-29,Female,29,0.9350677136908601,1,312595,330.80932,264.99996,US
35-39,Male,19,0.6035921704975109,7,301265,295.775,293.52659,UK
45-49,Female,18,0.3109338485981709,7,156969,338.80042,279.49796,UK
60-65,Female,25,0.6463865192004553,1,188972,284.35107,310.39778,UK
35-39,Female,18,0.2261810682346201,7,178117,205.83497,244.23862,UK
25-29,Female,15,0.3446695205055452,1,123820,323.20336,288.91498,UK
40-44,Female,3,0.09979703091594837,7,32053,156.90179,195.34438,UK
30-34,Female,16,0.26236345496399893,0,141841,218.45412,235.72562,UK
40-44,Male,21,0.36433753144647135,7,90773,245.24935,321.58356,UK
55-59,Female,3,0.0004843649437064275,7,15169,128.32898,188.84473,UK
35-39,Male,20,0.36251835065010696,1,197602,296.78737,310.57373,UK
50-54,Male,23,0.42153441136720493,7,203515,313.52523,178.33444,UK
55-59,Female,31,0.8260244291413912,1,312401,274.92319,266.74999,UK
40-44,Female,26,0.3210067102670327,7,222376,219.6601,192.64031,UK
16-19,Female,23,0.564359727170994,1,168930,249.40404,208.23393,UK
60-65,Male,19,0.34150359952231746,1,366773,241.45632,206.85579,UK
20-24,Male,17,0.43085932522913933,7,192693,271.43708,248.07584,UK
35-39,Male,4,0.038008929657560975,7,3484,222.77928,253.13495,UK
35-39,Female,38,0.7875765700224305,1,123433,308.28419,237.38687,UK
50-54,Male,42,0.7932613053350203,0,219852,251.57532,250.57741,US
35-39,Female,37,0.4088483227913085,1,214755,236.98196,270.82045,UK
30-34,Female,26,0.6633924063820121,1,141537,250.09012,222.63786,UK
20-24,Male,32,0.6856589634740069,1,158517,321.90867,342.08135,US
50-54,Male,23,0.4283331551641363,7,295883,268.05796,306.03999,UK
40-44,Male,26,0.633825560842122,0,161578,303.33038,257.10805,US
20-24,Female,38,0.9039928547832634,7,206089,228.82462,224.0186,UK
50-54,Male,34,0.5243935691320836,1,214051,256.80069,260.93736,US
20-24,Female,19,0.11573288187714008,0,18574,243.24422,242.50365,UK
35-39,Female,35,0.8421061198278463,1,221495,269.29579,247.32167,US
50-54,Male,3,0.0004843649437064275,7,3484,146.06396,180.4719,UK
40-44,Female,20,0.3865260671022134,1,215520,305.84379,306.76053,UK
45-49,Male,20,0.4347853516246846,7,227291,217.89371,202.92503,UK
30-34,Male,23,0.8245943061997025,0,250384,219.42961,220.23299,US
40-44,Male,19,0.23364191536785195,7,194907,156.71263,175.63355,UK
35-39,Male,18,0.5356301270123507,1,126598,230.84569,299.35842,US
25-29,Male,20,0.4466194724314486,7,120493,310.70593,259.89427,UK
20-24,Female,15,0.2437353650931886,7,236260,195.64572,232.16826,UK
50-54,Male,14,0.21813495243713432,0,239761,321.36499,270.01118,US
30-34,Male,21,0.48956522034152306,0,96311,327.53231,300.79146,US
35-39,Female,27,0.7197888742462828,1,177794,260.91806,268.09596,US
60-65,Female,4,0.11249146122555921,0,3484,206.52429,182.24916,US
30-34,Female,28,0.5915320217183029,1,226779,302.42617,304.75209,UK
35-39,Female,25,0.673962009615889,1,291982,314.3892,285.41548,UK
25-29,Male,18,0.33649479067272303,0,111578,334.568,317.65574,US
45-49,Female,34,0.9265286534622137,1,281719,308.59755,299.23788,US
55-59,Female,17,0.47960038972044294,7,216348,249.51134,267.73212,UK
60-65,Male,26,0.4472240187477785,7,278414,343.27533,312.71968,US
35-39,Female,17,0.3669713483492568,0,135891,151.43682,192.18623,US
30-34,Male,13,0.13972771529562505,7,162957,235.08377,241.45946,UK
45-49,Female,31,0.7757189954803876,1,158261,238.48053,249.46726,UK
30-34,Female,18,0.5015580156421249,0,140030,244.36975,280.99189,US
45-49,Female,27,0.3653957715695951,1,165419,319.88864,340.49255,UK
60-65,Male,6,0.05350556797450451,0,24267,232.81707,202.09859,US
45-49,Female,38,0.9017052024545583,1,323605,311.82239,289.53511,UK
30-34,Male,15,0.14628433396542687,0,173461,306.92569,185.85511,US
35-39,Female,25,0.9831246472105334,7,150273,289.26,239.45454,UK
40-44,Female,34,0.5670789072405511,1,125992,206.09139,189.47896,UK
55-59,Male,4,0.05730402107250353,0,85385,227.95508,249.72518,US
45-49,Female,20,0.21337202483319578,7,148809,286.32594,267.50879,US
35-39,Male,20,0.2743763026187896,7,177224,206.77056,248.88185,UK
60-65,Male,28,0.688891834375223,7,143793,205.60689,278.74024,UK
45-49,Female,4,0.16789465679902188,7,51131,204.92706,157.4337,UK
45-49,Female,15,0.22450262407019206,1,135256,301.24468,304.03028,US
45-49,Female,5,0.006847716050352143,0,18892,233.67936,181.70249,US
35-39,Female,32,0.8371308400518116,1,270299,316.15592,240.74072,US
20-24,Female,23,0.6321495717276711,1,240842,317.06304,274.7955,US
30-34,Female,33,0.6616248285528387,1,275836,360.09343,291.75333,UK
30-34,Male,26,0.570022175759615,1,90027,330.98353,295.69328,US
40-44,Female,21,0.6486282645831396,1,237235,205.67102,259.08992,UK
20-24,Female,34,0.8594974880516912,1,324569,313.3124,289.54895,US
30-34,Female,24,0.6597594636854333,1,163328,309.33571,282.08914,UK
45-49,Female,4,0.05736053472710778,7,33216,194.26145,214.12379,UK
55-59,Male,16,0.3693954469952818,1,187889,298.70506,291.06013,UK
45-49,Male,18,0.3719067270007691,7,217207,332.18086,275.51792,UK
60-65,Male,14,0.23788362302504956,0,276132,313.28291,212.9624,US
20-24,Female,27,0.5558725173125006,1,224066,249.87509,218.2645,UK
35-39,Male,16,0.2084132475852196,7,181573,223.60449,213.26775,UK
60-65,Female,18,0.5523488437027111,0,124019,188.83564,182.54119,US
20-24,Male,30,0.6072553610658551,7,330088,276.92578,278.49837,UK
45-49,Male,19,0.236418241788024,7,111245,213.15425,233.44306,UK
20-24,Female,15,0.2251791958546298,7,175274,255.88019,328.19848,UK
16-19,Male,33,0.7426217853940098,1,169644,343.49657,318.21376,US
20-24,Female,50,0.9932977536969972,1,531582,303.61657,284.34006,UK
25-29,Male,19,0.5908470378516142,7,351178,265.49774,182.24951,UK
50-54,Female,32,0.9278955791311481,1,290064,342.01816,248.00855,UK
35-39,Male,18,0.4959626982202344,0,229026,308.78805,295.73896,US
45-49,Male,20,0.5036291245860252,0,213781,229.92717,213.64522,US
35-39,Female,16,0.78387981643435,1,199860,292.91561,319.29283,UK
35-39,Male,33,0.5948500444950195,0,143471,336.13269,274.01886,US
60-65,Male,23,0.6911295250396965,1,286287,264.11997,303.31563,UK
50-54,Female,36,0.2506828328552125,1,160372,321.13016,268.16754,UK
20-24,Female,6,0.2113313052082157,7,82730,191.95654,214.55694,UK
45-49,Male,16,0.0004843649437064275,7,150009,264.29153,229.24796,UK
16-19,Male,31,0.5711114642225862,1,210956,353.76676,295.90391,US
30-34,Male,16,0.391381981959854,7,214260,254.79296,234.37732,UK
35-39,Male,4,0.028228709835074653,0,37056,165.73967,185.21006,US
55-59,Female,18,0.6377316864096455,1,289156,271.92764,313.23799,UK
30-34,Female,33,0.7988331909911885,1,139926,290.768,281.58229,UK
30-34,Female,21,0.16889305751052516,1,142037,313.36492,281.40436,US
25-29,Female,14,0.37468421940123886,7,93667,196.65764,146.07455,UK
45-49,Male,7,0.0004843649437064275,7,3484,278.63403,196.40828,UK
50-54,Female,36,0.8035468361698941,0,281660,274.94002,225.02188,US
60-65,Female,10,0.07557478379837293,7,180265,324.02439,227.45929,UK
40-44,Male,18,0.40129750535496067,0,380998,244.65845,237.74158,US
35-39,Female,23,0.4282312308334183,7,152467,233.9623,219.83712,US
35-39,Female,7,0.8778415214498749,7,189655,182.40962,245.59342,UK
55-59,Male,25,0.6621672564488451,1,290808,282.60635,297.1335,UK
16-19,Female,35,0.6408155329468853,0,124072,238.78829,285.40063,US
16-19,Male,39,0.8258022656999258,0,266227,239.69285,278.28609,US
20-24,Female,19,0.8289856305963483,1,198072,276.54315,253.42663,UK
50-54,Female,20,0.7658218004166344,1,225427,330.03137,287.01393,UK
40-44,Female,21,0.40041557285373575,0,336827,227.38729,200.25278,UK
45-49,Female,3,0.1854938357705274,7,111277,212.26289,203.86087,UK
55-59,Female,26,0.7562353889638617,1,391653,326.0443,241.37667,US
20-24,Female,31,0.9239001717819972,1,159658,335.31059,274.61211,US
16-19,Female,30,0.9294580722901653,1,214348,272.24703,267.77653,US
20-24,Male,6,0.18133858620743387,7,87173,247.99507,200.93277,US
16-19,Male,33,0.6764317534747821,0,171680,249.48379,211.13253,US
30-34,Female,23,0.5915525007818059,1,211424,257.47333,246.74113,US
50-54,Male,5,0.13467433078756494,7,59331,198.35179,236.81018,UK
30-34,Female,29,0.5986666509986398,1,163768,326.0059,276.57438,US
25-29,Male,32,0.5595608395389235,0,165700,308.12231,309.08874,US
20-24,Female,29,0.7031378401648024,1,187992,316.48482,287.15535,UK
20-24,Female,19,0.6492290885784064,7,215101,290.36372,242.77797,UK
50-54,Female,26,0.5991389713954701,1,146638,324.64433,279.81412,US
55-59,Male,20,0.36108648982648006,7,157782,173.6518,141.56553,UK
20-24,Female,19,0.30303201127554225,7,180465,257.70782,240.23838,UK
50-54,Female,17,0.44631001954029115,7,209610,253.766,301.04192,UK
60-65,Male,38,0.9029745067066033,1,140856,309.87931,331.25875,UK
60-65,Female,28,0.7554689479451671,7,223061,251.78978,226.04405,UK
60-65,Female,18,0.06192628556601304,1,182307,301.61187,297.41849,UK
25-29,Female,28,0.7342775772637488,7,251825,291.46021,207.75816,UK
40-44,Female,15,0.5090531826164186,7,149748,231.37134,224.25259,UK
40-44,Male,20,0.7624122685222592,1,169376,210.34068,305.63613,UK
20-24,Female,20,0.4607122481792026,7,168049,295.96269,256.80094,UK
45-49,Male,19,0.5452852081675048,1,125663,323.21143,261.05419,UK
50-54,Female,14,0.12342263082753985,7,171506,245.45003,271.13353,UK
55-59,Female,34,0.7935206313845409,1,148341,313.49823,251.20527,US
20-24,Male,28,0.80749079947666,7,204629,284.1996,264.58585,UK
16-19,Female,27,0.923243923137553,1,124813,401.70811,367.94701,US
30-34,Female,21,0.0489684938770752,7,136388,219.12705,271.19676,UK
45-49,Female,3,0.0004843649437064275,0,3484,143.68208,226.35603,US
35-39,Male,29,0.6937088684934625,1,217640,321.62116,205.6898,UK
20-24,Female,18,0.07539384868449214,7,122989,238.05777,202.6806,UK
45-49,Male,34,0.9799440699847646,7,309249,276.72703,295.48768,UK
20-24,Female,36,0.9075164964833937,7,137153,357.25197,302.50406,UK
35-39,Female,34,0.9042063613846464,0,219213,318.97873,329.13492,US
50-54,Female,3,0.0004843649437064275,0,6445,229.73492,222.12194,US
50-54,Female,26,0.5629310054775502,1,255897,238.83285,213.33882,US
45-49,Female,16,0.5042388586694989,7,176812,281.41223,273.30428,UK
40-44,Male,15,0.2180669023319554,1,173566,255.31222,227.12347,US
55-59,Female,27,0.6160954104535347,1,163579,289.16654,314.52802,UK
35-39,Male,25,0.6837930841764365,7,183740,315.50469,311.65539,UK
40-44,Female,18,0.06295507903216144,7,257741,251.74366,220.85692,UK
55-59,Female,33,0.8684850563710659,1,342117,257.05806,285.37185,UK
40-44,Female,20,0.3041702880455251,0,198205,261.98689,213.47213,US
50-54,Female,41,0.86847548186104,1,271913,323.89915,293.34256,UK
30-34,Female,34,0.9849523032801547,0,143238,310.26229,278.51184,US
35-39,Female,33,0.4408626902831788,1,194815,351.85019,301.92972,UK
60-65,Male,16,0.10249214023163453,1,149381,335.86142,255.69945,US
16-19,Male,17,0.42523616388247043,7,189442,242.23643,226.19728,UK
16-19,Female,20,0.7097962545920821,1,256677,310.13675,295.83444,UK
35-39,Female,15,0.6349051637812573,7,373744,296.91043,369.80911,UK
45-49,Male,53,0.7223452069837925,7,265084,217.68231,186.3406,UK
60-65,Female,17,0.3239736222418354,0,107725,169.28992,162.20223,US
20-24,Female,3,0.11343456400238608,7,21787,238.46578,235.12637,UK
35-39,Female,36,0.8620055041211281,1,165161,274.3374,168.4691,US
50-54,Male,25,0.5409201927381314,7,349433,238.24554,214.04011,UK
55-59,Female,18,0.323448537707601,7,152803,237.21039,254.33302,UK
35-39,Female,16,0.6376079183237746,1,150144,315.89513,331.55729,UK
45-49,Female,35,0.5197285939994771,1,178878,251.34598,243.42969,US
30-34,Female,14,0.1474441644927742,7,188745,212.40767,208.07095,UK
55-59,Female,19,0.1311759672732224,7,129058,244.88618,263.93782,UK
30-34,Male,19,0.31850937230565624,0,3484,199.52321,162.15974,US
45-49,Female,33,0.8038496235745981,1,207398,333.32188,292.20541,UK
40-44,Female,23,0.5074815676835729,7,139895,274.37075,214.9923,UK
25-29,Female,19,0.45277049889888754,7,146505,258.43665,260.07354,UK
25-29,Male,18,0.15614420425304615,0,108281,255.41661,209.4128,US
16-19,Female,17,0.5559592526844169,0,153708,198.0598,275.233,US
30-34,Female,41,0.6294426968471112,7,286511,274.39863,259.41015,UK
50-54,Female,21,0.17330393189153648,7,156201,299.93673,268.9606,UK
40-44,Female,13,0.08232024114568959,7,151087,253.2624,231.23967,UK
60-65,Male,19,0.23050699496681082,0,129707,262.00681,241.88879,UK
25-29,Female,16,0.429576281832025,7,196572,276.54744,309.87296,UK
